,mentions,log2_mentions,avg_tfidf
scrooge,29,4.857980995127572,0.2652225633690193
transplant,78,6.285402218862249,0.16054295046463415
ex_wife,51,5.672425341971495,0.1093755209401773
standing,58,5.857980995127572,0.104937374747369
strive,55,5.78135971352466,0.11070032843279702
rhett,59,5.882643049361842,0.42322255528139646
realistically,37,5.20945336562895,0.11452819669370044
squeeze,78,6.285402218862249,0.10687065799570533
lecture,56,5.807354922057604,0.09963107463019057
pretty_cool,63,5.977279923499917,0.1385039195316789
totally_different,45,5.491853096329675,0.17482676511734246
culminate,45,5.491853096329675,0.10326247285730908
coke,68,6.087462841250339,0.20046652912384277
barker,49,5.614709844115208,0.21066911800926305
pipe,55,5.78135971352466,0.11402042440757272
lester,84,6.392317422778761,0.2698408046856984
greet,39,5.285402218862249,0.12990590730815144
delicious,25,4.643856189774724,0.152975814132529
custom,44,5.459431618637297,0.10653872614864536
september,36,5.169925001442312,0.13293551370515588
buying,59,5.882643049361842,0.14399724299276281
delightfully,15,3.9068905956085187,0.11599669514994292
opt,61,5.930737337562887,0.11143840028216151
janet,64,6.0,0.1817288408476033
producer_director,64,6.0,0.15301787228586333
gloria,47,5.554588851677638,0.17513212658873703
unsuspecting,73,6.189824558880018,0.11480244236480676
dirty_harry,0,-inf,
wagner,63,5.977279923499917,0.2399883702098293
breathtake,19,4.247927513443585,0.13915514463469658
write_screenplay,54,5.754887502163468,0.1140973528491397
booth,49,5.614709844115208,0.14601158216586538
mccoy,32,5.0,0.17821577882833903
brit,61,5.930737337562887,0.12099634344970954
cassidy,51,5.672425341971495,0.2790886371692187
gilbert,47,5.554588851677638,0.22812787799650605
chorus,42,5.392317422778761,0.12705625684004185
song_dance,45,5.491853096329675,0.12647726551731314
spoiler_alert,76,6.247927513443585,0.1459079516294098
total_waste,115,6.845490050944375,0.15465877178646187
like_plague,115,6.845490050944375,0.1383854622434155
helm,56,5.807354922057604,0.10110647375306632
definitely_recommend,0,-inf,
hooked,26,4.700439718141092,0.13653221439063531
injustice,37,5.20945336562895,0.12348171415850602
ring_true,47,5.554588851677638,0.13426097219915226
poke_fun,46,5.523561956057013,0.12376501094426677
starve,69,6.108524456778169,0.10675504699352985
czech,22,4.459431618637297,0.22017620437265098
enthral,20,4.321928094887363,0.156730764821625
roar,57,5.832890014164741,0.13085136276698828
brother_sister,49,5.614709844115208,0.12373505164036565
tcm,36,5.169925001442312,0.13047067679865718
respective,43,5.426264754702098,0.09610491398861791
decidedly,50,5.643856189774724,0.11415255821507672
upper_class,46,5.523561956057013,0.1416804194248931
unintentional,84,6.392317422778761,0.10618155734388117
cbs,42,5.392317422778761,0.19219030092182474
ladder,34,5.087462841250339,0.13781319339599843
roger_corman,73,6.189824558880018,0.13772470299051048
see_trailer,58,5.857980995127572,0.14812394440009008
fianc_e,52,5.700439718141092,0.12256376477595483
kurosawa,31,4.954196310386875,0.22804103485906368
rice,63,5.977279923499917,0.16337972017460775
phenomenal,24,4.584962500721156,0.12080624933436061
fifty,43,5.426264754702098,0.12753206834802372
diverse,32,5.0,0.11308020390902107
junkie,48,5.584962500721156,0.14262020643595008
naughty,77,6.266786540694901,0.14463730257905372
intricate,40,5.321928094887363,0.1241692224338335
lance,63,5.977279923499917,0.3136406836058283
sh_t,84,6.392317422778761,0.14136113610716508
having_read,53,5.727920454563199,0.13135521101555822
um,78,6.285402218862249,0.1166640815009835
brick,55,5.78135971352466,0.12052208856747308
regularly,56,5.807354922057604,0.0894052138655778
propose,36,5.169925001442312,0.11649789585013831
ha,71,6.149747119504682,0.14646852849742112
insurance,64,6.0,0.14332530922933123
debbie,83,6.3750394313469245,0.2394378321135939
year_early,114,6.832890014164741,0.09345074321193611
grateful,34,5.087462841250339,0.1135186627423592
verge,55,5.78135971352466,0.10428733798435676
carla,16,4.0,0.23001430996679634
egypt,45,5.491853096329675,0.1409238926777856
television_series,38,5.247927513443585,0.16022919294892674
comprise,49,5.614709844115208,0.10268621260288348
blur,57,5.832890014164741,0.12730386856799047
auto,56,5.807354922057604,0.10190613908585103
bogart,62,5.954196310386875,0.3611627360815486
phase,48,5.584962500721156,0.17825016083879544
venice,36,5.169925001442312,0.17757709565180063
lois,59,5.882643049361842,0.170177281924796
bennett,63,5.977279923499917,0.19093849422630493
nuts,62,5.954196310386875,0.11468377895274526
spout,81,6.339850002884624,0.09958124417294155
fulfill,46,5.523561956057013,0.11354630306747313
destine,47,5.554588851677638,0.11280871308465253
de_niro,59,5.882643049361842,0.3354440385647034
aggressive,48,5.584962500721156,0.11196796177696917
raider,62,5.954196310386875,0.2002852748303242
sorely,76,6.247927513443585,0.1200005479856302
participant,59,5.882643049361842,0.12328422918629492
ark,82,6.357552004618084,0.21946688119782617
dvd_player,80,6.321928094887363,0.15066606924473322
slug,99,6.6293566200796095,0.42206600446295883
carey,54,5.754887502163468,0.22261782038650407
hopper,60,5.906890595608519,0.30368503371102623
amir,7,2.807354922057604,0.28217472446681013
headache,96,6.584962500721156,0.13633532928400627
little_boy,113,6.820178962415188,0.13919126860816528
goes,67,6.066089190457772,0.11544699669501367
neurotic,51,5.672425341971495,0.12550383517684013
spouse,37,5.20945336562895,0.12704371644940074
inexplicable,75,6.22881869049588,0.09191663398367773
inspirational,30,4.906890595608519,0.15959752458688797
superstar,38,5.247927513443585,0.1650751079559983
whack,69,6.108524456778169,0.17737265654561127
subway,42,5.392317422778761,0.13791810993141015
literal,44,5.459431618637297,0.12286673369059403
pop_culture,45,5.491853096329675,0.13840320306286405
cold_war,44,5.459431618637297,0.11858570147167596
porter,36,5.169925001442312,0.242222694982727
economic,33,5.044394119358453,0.09182946945388733
stylize,44,5.459431618637297,0.11403929632822253
brainless,89,6.475733430966398,0.12664791649352528
clan,31,4.954196310386875,0.11919967002032554
grandma,67,6.066089190457772,0.2289083821384521
bulk,47,5.554588851677638,0.11723653914347869
netflix,61,5.930737337562887,0.14597758375221595
belly,67,6.066089190457772,0.10623390910563864
meyer,68,6.087462841250339,0.24473922167772735
subtext,47,5.554588851677638,0.11117260362496605
neatly,27,4.754887502163468,0.10475988932988135
adaption,57,5.832890014164741,0.1959459464785811
startling,37,5.20945336562895,0.1137555058187485
shotgun,83,6.3750394313469245,0.10597305489367782
growth,43,5.426264754702098,0.12625466748947736
mediocrity,88,6.459431618637297,0.10433252999668709
christopher_lee,67,6.066089190457772,0.15835368601226982
suspend,58,5.857980995127572,0.1169539038862615
wisely,48,5.584962500721156,0.1080920915893419
deem,50,5.643856189774724,0.11183817055978071
wheelchair,57,5.832890014164741,0.10921278956430025
groan,93,6.539158811108031,0.12915254514464283
kapoor,51,5.672425341971495,0.2012335248463194
cobra,95,6.569855608330948,0.2882380420231878
alison,31,4.954196310386875,0.2668658214980867
gregory,66,6.044394119358453,0.24255089875067742
exaggerate,64,6.0,0.11001355868469487
ominous,52,5.700439718141092,0.08692076278910886
depressed,61,5.930737337562887,0.11417600225184293
edison,61,5.930737337562887,0.36533586917370914
pathos,29,4.857980995127572,0.1370417271839927
ne,36,5.169925001442312,0.12419336727071847
torch,77,6.266786540694901,0.15989831871508942
spoiler_ahead,61,5.930737337562887,0.10268987853800095
pepper,46,5.523561956057013,0.1011532400782784
bimbo,76,6.247927513443585,0.10798441621334691
determination,22,4.459431618637297,0.10082306212581718
cookie,47,5.554588851677638,0.12681539902431166
predictably,70,6.129283016944966,0.09659400848515937
improbable,60,5.906890595608519,0.12414284261077298
half_dozen,61,5.930737337562887,0.106789504083454
restrain,41,5.357552004618084,0.11783265794878317
secure,54,5.754887502163468,0.09547052148514175
apologize,70,6.129283016944966,0.14123486622850315
der,38,5.247927513443585,0.201097304360111
thirty_year,49,5.614709844115208,0.10880040000734434
inherent,52,5.700439718141092,0.11867444230273436
joanna,34,5.087462841250339,0.1301582198106964
archive,44,5.459431618637297,0.13684530816504684
lola,44,5.459431618637297,0.3044630844552716
badly_write,111,6.794415866350106,0.11928840663117425
carlos,45,5.491853096329675,0.217995560320192
bean,49,5.614709844115208,0.15429610722505432
incapable,68,6.087462841250339,0.10168467725361532
commentator,48,5.584962500721156,0.12590038322309707
hogan,65,6.022367813028454,0.20328172400498723
anti_hero,34,5.087462841250339,0.09870453209410221
lizard,61,5.930737337562887,0.22760664234780273
far_fetch,58,5.857980995127572,0.143877342248062
pronounce,52,5.700439718141092,0.108785591851317
dedicate,46,5.523561956057013,0.11046981170676877
avenge,52,5.700439718141092,0.11593320756341888
vibe,36,5.169925001442312,0.1122773462360307
elliott,21,4.392317422778761,0.14572510032291847
montana,26,4.700439718141092,0.17779739378901865
inclusion,56,5.807354922057604,0.12173281467250359
plot_development,69,6.108524456778169,0.1347196364579416
dexter,35,5.129283016944966,0.30064181194046774
bishop,74,6.20945336562895,0.2669317311139517
fed,60,5.906890595608519,0.11418227409821857
norris,86,6.426264754702098,0.39038193371198404
scorpion,24,4.584962500721156,0.3098632925858141
cary_grant,45,5.491853096329675,0.17587810246874827
dixon,12,3.584962500721156,0.1861709718175686
candle,36,5.169925001442312,0.15786520762653455
baron,61,5.930737337562887,0.23605679117093067
scotland,44,5.459431618637297,0.13931446255444963
cell_phone,85,6.409390936137702,0.16193272584753987
unimaginative,99,6.6293566200796095,0.11181757991754646
vintage,35,5.129283016944966,0.1415101199782243
mitch,21,4.392317422778761,0.14608153906576302
s_sake,110,6.78135971352466,0.10265817614068544
college_student,74,6.20945336562895,0.13992637701017765
chucky,25,4.643856189774724,0.1887321992965747
safely,62,5.954196310386875,0.1008388904083142
lynn,51,5.672425341971495,0.24197516262783877
stray,57,5.832890014164741,0.14131664617942574
legitimate,63,5.977279923499917,0.11778609968340197
august,40,5.321928094887363,0.1432370778623898
nude_scene,75,6.22881869049588,0.13676593015323463
misfit,48,5.584962500721156,0.1087426739566056
mill,49,5.614709844115208,0.14198743584057108
physics,67,6.066089190457772,0.1624117399747342
novelty,66,6.044394119358453,0.14159822252425977
youthful,33,5.044394119358453,0.11007814248505056
ahead_time,0,-inf,
sicken,81,6.339850002884624,0.14329510595757275
decay,36,5.169925001442312,0.11036915505401808
stimulate,35,5.129283016944966,0.16471643952541917
destructive,42,5.392317422778761,0.1290667923458491
li,39,5.285402218862249,0.18969372802697096
vote_title,49,5.614709844115208,0.10514377240984041
distributor,62,5.954196310386875,0.1291181272275533
oh_yes,75,6.22881869049588,0.11758430500598595
pm,57,5.832890014164741,0.19210675117043136
sincerely,53,5.727920454563199,0.1319589569792379
shopping,69,6.108524456778169,0.11787804813957319
drab,80,6.321928094887363,0.12252492032591719
lightning,61,5.930737337562887,0.11409649517797679
isolation,22,4.459431618637297,0.11649265729930622
implication,45,5.491853096329675,0.09306222608659608
coffin,65,6.022367813028454,0.14819737889205614
weary,48,5.584962500721156,0.11437903444364976
speaker,53,5.727920454563199,0.14081794759557806
additionally,63,5.977279923499917,0.1282665551561388
governmant,44,5.459431618637297,0.12909456034660008
denzel_washington,35,5.129283016944966,0.1561004846534221
tax,67,6.066089190457772,0.13524161844623211
steven_seagal,109,6.768184324776926,0.23970846500161339
gig,52,5.700439718141092,0.18138140194496705
likeable,57,5.832890014164741,0.17214750628117406
banter,56,5.807354922057604,0.1292134608264799
starter,65,6.022367813028454,0.11873401208982512
filter,61,5.930737337562887,0.13190495514611844
extensive,42,5.392317422778761,0.1056551891297
anthology,40,5.321928094887363,0.1936677534209155
loathe,60,5.906890595608519,0.11430047507192646
newman,30,4.906890595608519,0.1453493170995482
limb,59,5.882643049361842,0.10732548746711075
lo,47,5.554588851677638,0.1753087124968352
fart,64,6.0,0.12335384605763325
sheen,49,5.614709844115208,0.2228169551714093
mud,68,6.087462841250339,0.12114547366464998
slim,58,5.857980995127572,0.1214740996452592
hesitate,38,5.247927513443585,0.14437899835413157
swimming,60,5.906890595608519,0.1190804738524657
pleasing,42,5.392317422778761,0.11980569089819863
have_fun,44,5.459431618637297,0.12450404738357695
sabotage,59,5.882643049361842,0.10672499211895946
revisit,44,5.459431618637297,0.1271504364039193
graveyard,54,5.754887502163468,0.15825456308112942
local_video,69,6.108524456778169,0.16399257931167152
shed,63,5.977279923499917,0.11690549937994119
cheek,53,5.727920454563199,0.12346288338731838
strict,41,5.357552004618084,0.11724581081328868
insect,58,5.857980995127572,0.1422724299975774
recent_year,44,5.459431618637297,0.13120408227159644
fishing,51,5.672425341971495,0.13115717155608095
overshadow,45,5.491853096329675,0.13254018981002633
imaginary,54,5.754887502163468,0.13882216026549554
accessible,18,4.169925001442312,0.1052537674694336
relentless,46,5.523561956057013,0.11011311907045931
historian,51,5.672425341971495,0.1276200316373052
sf,53,5.727920454563199,0.17417905953551935
sync,55,5.78135971352466,0.12619778526932113
suspend_disbelief,63,5.977279923499917,0.11789073303294795
plug,61,5.930737337562887,0.11900024790340163
hurry,69,6.108524456778169,0.10782836674137869
perfectly_cast,0,-inf,
unsure,53,5.727920454563199,0.10599723773918199
bastard,60,5.906890595608519,0.10357616057117221
surprisingly_good,0,-inf,
lad,56,5.807354922057604,0.1749098878498663
subsequently,46,5.523561956057013,0.099598143298531
seven_year,39,5.285402218862249,0.15690319904545372
unintentionally,61,5.930737337562887,0.10375551495372785
bait,69,6.108524456778169,0.12904862547872986
classy,38,5.247927513443585,0.11071032864300182
moan,53,5.727920454563199,0.12339078136615025
spend_hour,59,5.882643049361842,0.15675109389198746
overblown,58,5.857980995127572,0.11129034734508902
landing,70,6.129283016944966,0.11321657882754815
chamber,58,5.857980995127572,0.1281161665934699
reeve,50,5.643856189774724,0.2929769756817788
raid,60,5.906890595608519,0.10209130924959728
glamorous,39,5.285402218862249,0.10319434555728214
speak_english,64,6.0,0.1385249699639381
rio,47,5.554588851677638,0.19117802262646372
hound,43,5.426264754702098,0.11410959332152969
nathan,30,4.906890595608519,0.14353532517849094
appreciated,26,4.700439718141092,0.10522629647509787
independence,40,5.321928094887363,0.13032379857319384
relevance,66,6.044394119358453,0.10872674411237204
kermit,19,4.247927513443585,0.35986100603457394
othello,24,4.584962500721156,0.33969199259038213
iq,82,6.357552004618084,0.1650965975713959
sour,60,5.906890595608519,0.1019200003566859
manipulation,44,5.459431618637297,0.11869254260532856
rory,9,3.169925001442312,0.16753648990641504
sible,43,5.426264754702098,0.14098971027880536
flimsy,92,6.523561956057013,0.12347703175097091
undeniably,49,5.614709844115208,0.10423308082290651
horn,56,5.807354922057604,0.11834516261588322
sane,59,5.882643049361842,0.1173557275273477
coma,62,5.954196310386875,0.1471778555889529
experienced,52,5.700439718141092,0.10529609419404586
lone_ranger,42,5.392317422778761,0.34655026601026817
cartoonish,74,6.20945336562895,0.11075548364625927
pedestrian,87,6.442943495848728,0.1112783641568832
rugby,40,5.321928094887363,0.46120557186369826
ghouly,72,6.169925001442312,0.6452405482960046
istanbul,13,3.700439718141092,0.3400290022165349
fort,38,5.247927513443585,0.20138398230873414
resurrect,74,6.20945336562895,0.10521423003806064
car_crash,60,5.906890595608519,0.12190266034631005
wang,16,4.0,0.24588598326761435
korea,45,5.491853096329675,0.2824050118205866
runner,56,5.807354922057604,0.18909658760349815
suffering,57,5.832890014164741,0.10872422627504087
repress,39,5.285402218862249,0.12006029251943282
human_nature,28,4.807354922057604,0.14718815682954442
alvin,13,3.700439718141092,0.20382517681330845
far_fetched,49,5.614709844115208,0.1481236947162896
evans,30,4.906890595608519,0.1956537194079804
garage,69,6.108524456778169,0.13103101037142892
viewing,40,5.321928094887363,0.12166527172146895
scifi,73,6.189824558880018,0.1858175156657735
visconti,16,4.0,0.5091180885447982
uncut,55,5.78135971352466,0.12835228106180488
arty,73,6.189824558880018,0.13639765720404584
nicholas,46,5.523561956057013,0.13479093406501683
mantione,48,5.584962500721156,0.11432452571821178
fascist,38,5.247927513443585,0.17672503925425737
road_trip,40,5.321928094887363,0.16923105666224206
auteur,61,5.930737337562887,0.13965799374748933
invade,34,5.087462841250339,0.11398401381035551
dramatically,55,5.78135971352466,0.11478839736772686
intensely,35,5.129283016944966,0.1218477657378073
devastating,21,4.392317422778761,0.11243507277561872
spear,68,6.087462841250339,0.14629735399232802
york,57,5.832890014164741,0.21834859237540324
payoff,68,6.087462841250339,0.14199612438554207
peril,61,5.930737337562887,0.13344586119204738
pizza,57,5.832890014164741,0.12095639922038365
noticeable,52,5.700439718141092,0.10789668660744844
sack,71,6.149747119504682,0.11860759558305346
riddle,64,6.0,0.17815460665222216
uniformly,58,5.857980995127572,0.12428604346772142
snatch,45,5.491853096329675,0.10403693376430846
tremendously,42,5.392317422778761,0.11916895809321458
liz,34,5.087462841250339,0.2680487234439928
judy,48,5.584962500721156,0.16729265674236457
joint,55,5.78135971352466,0.10772547484694424
conscious,43,5.426264754702098,0.12937290607543964
excel,24,4.584962500721156,0.15787278163832355
bunny,43,5.426264754702098,0.1781287536536431
bum,56,5.807354922057604,0.1762096480748643
peter_o,41,5.357552004618084,0.15471353263648036
definitive,25,4.643856189774724,0.11260847366864485
mother_daughter,42,5.392317422778761,0.1721131151774043
freaky,57,5.832890014164741,0.17099798409860148
eyebrow,63,5.977279923499917,0.10591355491116967
landmark,23,4.523561956057013,0.1295246641787622
sanity,49,5.614709844115208,0.12869675024821914
populate,62,5.954196310386875,0.11160075298367517
vietnam_war,37,5.20945336562895,0.12322749638302437
hum,41,5.357552004618084,0.12038323948164001
believability,52,5.700439718141092,0.13593148376185546
ordeal,57,5.832890014164741,0.10221970117092063
asleep,70,6.129283016944966,0.1355700940766516
tokyo,57,5.832890014164741,0.1583040998792448
sensation,44,5.459431618637297,0.11633987429187717
limp,86,6.426264754702098,0.11496803138029477
mutual,28,4.807354922057604,0.09331566936230366
dunne,46,5.523561956057013,0.27934733487731406
spencer,64,6.0,0.17184252844512193
fuzzy,61,5.930737337562887,0.14760586495266798
collective,62,5.954196310386875,0.10817357798192198
flock,41,5.357552004618084,0.11729677808416936
tomb,83,6.3750394313469245,0.21261596379748912
capacity,37,5.20945336562895,0.11398311557298332
barrier,39,5.285402218862249,0.12264156394088115
yearn,36,5.169925001442312,0.11964692818566175
shield,55,5.78135971352466,0.1831760834307479
beard,73,6.189824558880018,0.1196650791100871
facial,57,5.832890014164741,0.11614927770318166
israeli,71,6.149747119504682,0.32799687678454426
alfred_hitchcock,42,5.392317422778761,0.1202531930332721
sample,63,5.977279923499917,0.11712678297204146
ceiling,69,6.108524456778169,0.12605291679785802
brush,52,5.700439718141092,0.10473631454203544
agony,62,5.954196310386875,0.13113766660682577
senator,47,5.554588851677638,0.14833712838356772
creek,68,6.087462841250339,0.1638623594475247
psychologist,50,5.643856189774724,0.1125180527720031
embarrassingly,95,6.569855608330948,0.10839521229316783
stella,49,5.614709844115208,0.21426230285269363
association,42,5.392317422778761,0.1210748177630387
ripoff,87,6.442943495848728,0.1366720746122339
sandler,41,5.357552004618084,0.3794511257336598
piece_trash,105,6.714245517666122,0.14083748410678373
collar,45,5.491853096329675,0.1235997763826257
demente,47,5.554588851677638,0.138963059667645
dwell,34,5.087462841250339,0.12563510756331758
refugee,46,5.523561956057013,0.14529668358863218
masterfully,16,4.0,0.12755860569051405
south_africa,27,4.754887502163468,0.1654548960384597
cheaply,76,6.247927513443585,0.1421616242013394
john_carradine,61,5.930737337562887,0.16456027491835648
aftermath,38,5.247927513443585,0.13551580559345186
till_end,45,5.491853096329675,0.16341582051018963
guardian,44,5.459431618637297,0.10496081498607515
attention_detail,26,4.700439718141092,0.14195274844261363
monkee,14,3.807354922057604,0.42889339401091775
loop,69,6.108524456778169,0.14244032213925156
sleeper,24,4.584962500721156,0.20461564499471727
peaceful,27,4.754887502163468,0.12811933499725245
murky,70,6.129283016944966,0.1437353722714619
depart,36,5.169925001442312,0.11035571044707412
texas_chainsaw,55,5.78135971352466,0.14167813245854713
staple,47,5.554588851677638,0.11037313302572348
sly,44,5.459431618637297,0.12825358091506264
branch,43,5.426264754702098,0.12931889304361285
rack,67,6.066089190457772,0.1340715005694668
cup,44,5.459431618637297,0.11469966263287654
jam,47,5.554588851677638,0.12763856904445137
romanian,52,5.700439718141092,0.1805972860350327
skinny,68,6.087462841250339,0.11136215337379854
shortcoming,48,5.584962500721156,0.10887761011921691
walsh,20,4.321928094887363,0.1983581542512713
rerun,57,5.832890014164741,0.1436226700365872
salesman,52,5.700439718141092,0.15909725061942967
gerard,27,4.754887502163468,0.15888989860569183
eagle,29,4.857980995127572,0.11702346653138399
amidst,46,5.523561956057013,0.10320417589988054
rolling,50,5.643856189774724,0.12918064623326947
dj,41,5.357552004618084,0.12614407370279596
pamela,61,5.930737337562887,0.1872049556297022
sissy,36,5.169925001442312,0.20524095758882152
end_result,104,6.700439718141092,0.12165827354793118
roller_coaster,30,4.906890595608519,0.14383517636443985
midst,40,5.321928094887363,0.10781321363219616
greg,64,6.0,0.15617501692642
ivan,41,5.357552004618084,0.2893639631162547
regime,42,5.392317422778761,0.12821120019474777
mythology,50,5.643856189774724,0.12145088771637169
diminish,39,5.285402218862249,0.09912255671324786
soviet_union,24,4.584962500721156,0.11618274029210147
finished,64,6.0,0.12510126796477822
clara,30,4.906890595608519,0.17922120110587186
lemmon,23,4.523561956057013,0.23227404074787175
hyper,36,5.169925001442312,0.12555663048091226
eyeball,60,5.906890595608519,0.10624206716070603
laser,61,5.930737337562887,0.1446262179791905
assumption,64,6.0,0.12065070170172296
meander,81,6.339850002884624,0.1190827120882649
harrowing,18,4.169925001442312,0.12657590984267103
coup,30,4.906890595608519,0.1762386642128641
factual,58,5.857980995127572,0.14091709804296368
amaze,48,5.584962500721156,0.13261707188909552
blunt,54,5.754887502163468,0.11984113658791294
grass,48,5.584962500721156,0.1093695455203361
jack_nicholson,40,5.321928094887363,0.14481012946680544
errol_flynn,29,4.857980995127572,0.2515331223482994
gary_cooper,32,5.0,0.16423390212716638
balanced,34,5.087462841250339,0.12755281420584516
lauren,43,5.426264754702098,0.13091703867709592
approve,46,5.523561956057013,0.12213343642305852
luis,33,5.044394119358453,0.129298734698391
stripper,73,6.189824558880018,0.14819486070667082
campus,57,5.832890014164741,0.13670675472674573
organ,64,6.0,0.1313410257176288
kent,44,5.459431618637297,0.17442075819668884
wizard,51,5.672425341971495,0.18751338914357749
maximum,56,5.807354922057604,0.14370773168936976
mechanic,49,5.614709844115208,0.11616475929306463
warehouse,75,6.22881869049588,0.17135874831513265
hepburn,61,5.930737337562887,0.3158878945967425
inconsistency,73,6.189824558880018,0.10898754329474164
corridor,69,6.108524456778169,0.14381487595593445
have_affair,36,5.169925001442312,0.10885659419982426
peck,47,5.554588851677638,0.18877136102723766
hold_attention,41,5.357552004618084,0.13432815749206153
disabled,43,5.426264754702098,0.20900931084854607
noteworthy,48,5.584962500721156,0.11281981339956494
full,36,5.169925001442312,0.12937536783886244
hardship,21,4.392317422778761,0.1300604319281345
stop_motion,54,5.754887502163468,0.16824782744658748
respected,39,5.285402218862249,0.11663768545482515
skilled,52,5.700439718141092,0.12637246417090778
stitch,35,5.129283016944966,0.13907324162903598
sgt,26,4.700439718141092,0.1303983046681894
brenda,47,5.554588851677638,0.15418013756629853
zombies,66,6.044394119358453,0.14506012646402228
saturday,48,5.584962500721156,0.14714913826093448
b_grade,72,6.169925001442312,0.15289662772022902
titular,52,5.700439718141092,0.08969454848431159
republic,44,5.459431618637297,0.1164303517889934
patty,59,5.882643049361842,0.33381113018717407
draft,49,5.614709844115208,0.10837718063087483
commando,73,6.189824558880018,0.19085353296088067
mick,33,5.044394119358453,0.13592388307894007
politically_correct,67,6.066089190457772,0.13045154197906414
bent,50,5.643856189774724,0.10002634943608556
cat_mouse,40,5.321928094887363,0.14148647053679278
texture,35,5.129283016944966,0.10525105957652676
contempt,67,6.066089190457772,0.10767406011435726
swamp,57,5.832890014164741,0.15093797282374224
tolerance,50,5.643856189774724,0.13807788980213256
meteor,67,6.066089190457772,0.1975653051362611
politically,60,5.906890595608519,0.10780367473624992
background_music,56,5.807354922057604,0.13360867697713413
pierre,30,4.906890595608519,0.12281828056469943
sean_penn,38,5.247927513443585,0.141507062533432
gigantic,59,5.882643049361842,0.09819010918299535
enthusiast,56,5.807354922057604,0.11106288848025339
jew,45,5.491853096329675,0.12880045269823734
seductive,43,5.426264754702098,0.11733770327926998
timothy,42,5.392317422778761,0.12661140179380587
racing,48,5.584962500721156,0.16736441191699739
protection,49,5.614709844115208,0.09810535766493485
suspension_disbelief,71,6.149747119504682,0.12367808805422452
bye,38,5.247927513443585,0.2753365848820518
earnest,50,5.643856189774724,0.13077418714392178
dim,59,5.882643049361842,0.1092748233521234
gina,54,5.754887502163468,0.20131996738438931
fever,46,5.523561956057013,0.18677095949912115
norton,47,5.554588851677638,0.20096997725596147
stamp,69,6.108524456778169,0.1862654615163408
terrorize,62,5.954196310386875,0.1193267681583399
sniper,48,5.584962500721156,0.15617270350384782
heartbreaking,12,3.584962500721156,0.12397026045790532
shuttle,77,6.266786540694901,0.2358199501757436
regain,41,5.357552004618084,0.09742337186318076
psychedelic,34,5.087462841250339,0.10618715606685782
boo,69,6.108524456778169,0.13665415829141628
whiny,87,6.442943495848728,0.11675859563426622
rightly,41,5.357552004618084,0.11396305164350813
lapse,56,5.807354922057604,0.1046976375460033
abstract,33,5.044394119358453,0.1587330239164292
fodder,73,6.189824558880018,0.1164135021638192
admission,33,5.044394119358453,0.18324827715970154
jacob,28,4.807354922057604,0.19208486520706938
rewarding,18,4.169925001442312,0.14988505753838888
herbert,36,5.169925001442312,0.17769304169295141
spectator,38,5.247927513443585,0.14775933320124665
indifferent,56,5.807354922057604,0.12342737963999936
unfamiliar,33,5.044394119358453,0.12328838986145096
stephanie,44,5.459431618637297,0.16396908908149238
oscar_winner,33,5.044394119358453,0.17224272453693887
enlighten,45,5.491853096329675,0.11918789539453664
miami,52,5.700439718141092,0.16583972611052009
macabre,28,4.807354922057604,0.10038805574664564
esquire,54,5.754887502163468,0.10946223173962755
videotape,65,6.022367813028454,0.12494944848378933
vivian,51,5.672425341971495,0.3198615529538223
redundant,73,6.189824558880018,0.10891591673390146
plane_crash,44,5.459431618637297,0.13218822567013408
daffy,14,3.807354922057604,0.2234110622200925
verbal,35,5.129283016944966,0.10088856990042706
balloon,37,5.20945336562895,0.13994686167924553
du,27,4.754887502163468,0.1439172632139749
numb,60,5.906890595608519,0.11652448992135532
frank_sinatra,0,-inf,
toronto,42,5.392317422778761,0.17533423791699138
distort,59,5.882643049361842,0.1240362841671393
dubbing,66,6.044394119358453,0.1223073129381712
stuck,57,5.832890014164741,0.11116103025823146
promptly,66,6.044394119358453,0.09769769727462692
sunset,44,5.459431618637297,0.11123667012958299
soderbergh,48,5.584962500721156,0.3326407554236615
daisy,55,5.78135971352466,0.22771000839334185
shake_head,72,6.169925001442312,0.11740684559482717
iran,21,4.392317422778761,0.2275345986594674
high_hope,101,6.658211482751795,0.13192896658806566
character_study,0,-inf,
scout,41,5.357552004618084,0.17818222642893547
vince,52,5.700439718141092,0.13882249217956377
streak,40,5.321928094887363,0.1270264100859742
subdue,35,5.129283016944966,0.10574971248339335
canne,47,5.554588851677638,0.14826703908876632
production_company,64,6.0,0.13040516212523393
shelve,64,6.0,0.13167582069601722
awareness,28,4.807354922057604,0.1436636086494911
pee,75,6.22881869049588,0.2076906334337277
offbeat,30,4.906890595608519,0.12920907430614012
kinski,66,6.044394119358453,0.2589007544266773
hallucination,58,5.857980995127572,0.13618328972393962
profoundly,33,5.044394119358453,0.15709658988180325
unsympathetic,76,6.247927513443585,0.1281582013863866
try_convince,63,5.977279923499917,0.1023989946997438
illuminate,18,4.169925001442312,0.08198862160654911
willard,20,4.321928094887363,0.1576319963671559
sober,39,5.285402218862249,0.16423976509085053
frantic,41,5.357552004618084,0.11365636996338509
bachelor,59,5.882643049361842,0.16219234929171622
source_material,57,5.832890014164741,0.12231724343824937
fragile,24,4.584962500721156,0.10514747362027115
finding,48,5.584962500721156,0.11125307382740683
