index,word,x,y,cluster,remove
1082,ugly,-3.8462882,8.095682,38,
1176,heavy,-1.7539525,8.092026,8,
658,adventure,1.9073148,8.087857,34,
2986,juvenile,-3.5259502,8.086336,38,
3152,absorb,0.44224292,8.08511,45,
3177,overdone,-2.2552662,8.070178,38,
1667,tight,-2.0699003,8.065544,8,
2891,reasonably,-1.7576685,8.063734,8,
579,twist,0.02339234,8.062749,45,
3896,sub_par,-4.046592,8.056058,38,
3032,think_provoke,0.41277462,8.054657,45,
540,fit,-1.2702676,8.0545025,8,
379,art,-0.29931426,8.053124,45,
692,cry,1.0841069,8.04842,37,
3651,uplift,0.94245064,8.040048,37,
327,horrible,-4.2127113,8.039004,38,
1910,plot_twist,-0.00847828,8.036338,45,
2983,thick,-1.891514,8.030525,8,
3513,tad,-2.0618744,8.028599,8,
948,artist,-0.2564174,8.027029,45,
3067,dire,-3.8614268,8.025966,38,
2877,evoke,0.76953256,8.025405,37,
8,bad,-4.2245626,8.022732,38,
2359,fade,-0.8982671,8.017185,45,
529,realistic,-0.5537205,8.015772,45,
2319,albeit,-1.2928703,8.015436,8,
3840,god_awful,-4.280009,8.0145645,38,
2391,poignant,0.9433223,8.013491,37,
3112,twist_end,-0.058384005,8.009939,45,
3981,heartwarming,1.0769473,8.0079,37,
2057,magical,1.8613293,8.003976,34,
158,nice,-2.3472736,8.002937,8,
1265,watchable,-2.8509488,7.9992156,38,
3837,tacky,-3.560149,7.9991074,38,
478,weak,-3.0048778,7.997273,38,
2648,touching,1.0268495,7.9964514,37,
1620,impress,-0.38576588,7.993191,45,
3103,twist_turn,0.025826404,7.99239,45,
2551,non_existent,-2.9873545,7.990398,38,
2448,enhance,-1.4105039,7.9877844,8,
758,slightly,-2.0146697,7.985789,8,
636,background,-1.1514618,7.985167,8,
2105,unfold,0.36448213,7.9842296,45,
1227,confuse,-2.662842,7.983274,38,
2250,obnoxious,-0.8507251,7.980911,45,
3253,cardboard,-2.6968596,7.976855,38,
1560,make_sense,-2.6421437,7.9752183,38,
1007,equally,-0.81149673,7.975103,45,
2185,crude,-3.5051565,7.974229,38,
812,tear,1.2259266,7.9738812,37,
1627,dry,-2.2446525,7.9736204,8,
1613,welcome,-1.2996173,7.970154,8,
2608,outrageous,-3.4108598,7.9674444,38,
235,drama,0.20570882,7.964811,45,
3357,tender,0.90162736,7.9646297,37,
619,cheesy,-3.6629732,7.964163,38,
435,special,-1.8733425,7.9625554,8,
233,look_like,-3.8254273,7.9613304,38,
1126,highlight,-1.0642127,7.9601526,8,
3870,understate,0.60022914,7.957125,37,
364,touch,0.8858291,7.956083,37,
2428,punk,3.9205158,7.9554214,16,
20,look,-3.7501569,7.9488134,38,
433,basically,-3.2992907,7.9468246,38,
1001,smile,1.0192425,7.940611,37,
1124,compelling,0.24350484,7.933097,45,
3884,tasteless,-3.4851902,7.931906,38,
644,appeal,-1.1895392,7.931107,8,
2077,campy,-3.4934254,7.9303923,38,
3129,defy,-3.1047187,7.9279895,38,
3926,laugh_cry,1.1736994,7.927388,37,
3306,adequate,-1.0133138,7.926982,8,
3957,main_problem,-2.8739264,7.9203815,38,
3050,notably,-1.1270967,7.9179573,8,
3863,clueless,-0.62675387,7.915469,45,
3791,big_problem,-2.9922452,7.911768,38,
2280,credible,-0.731956,7.9110346,45,
414,cheap,-3.9170988,7.9039683,38,
3948,heartfelt,0.99306166,7.8974457,37,
1656,intriguing,0.16340667,7.8970146,45,
188,feature,-1.293406,7.8934793,8,
3922,unlikable,-0.6012768,7.8931894,45,
1088,likable,-0.5426807,7.892224,45,
1292,intrigue,0.27733183,7.89048,45,
3410,thoughtful,0.59334797,7.884246,37,
1822,gross,-3.4779575,7.883577,38,
923,subtle,0.61835784,7.8825436,37,
3923,unlikeable,-0.5717251,7.878402,45,
176,add,-1.5301901,7.876158,8,
964,magic,1.7672886,7.8757544,34,
2610,subtlety,0.65115863,7.8672423,37,
2381,irony,0.64564395,7.865578,37,
2765,lend,-1.5618682,7.8618565,8,
1461,genuine,0.6846342,7.8587756,37,
2883,charismatic,-0.5579104,7.8536787,45,
3342,frequent,-1.5635128,7.850299,8,
2146,gift,1.6925346,7.8486123,34,
2365,ironic,0.60907066,7.848575,37,
1675,sympathetic,-0.617024,7.8447433,45,
2957,relief,-1.9827913,7.8435364,8,
563,believable,-0.5780481,7.8409476,45,
1330,pretty_good,-2.2985513,7.8368225,8,
74,pretty,-3.7098675,7.834382,38,
2305,talente,-0.31085056,7.83402,45,
3228,nuance,0.7077126,7.832032,37,
371,provide,-1.5002457,7.830477,8,
4012,character_study,0.2285794,7.8282537,45,
3412,convincingly,-0.5762891,7.827142,45,
3824,simplicity,0.71823096,7.817849,37,
2818,transition,-1.1060581,7.817484,8,
1164,talented,-0.26985812,7.8162847,45,
1928,variety,-1.3420473,7.815549,8,
1556,performer,-0.2378254,7.8144927,45,
1843,relatively,-1.8203487,7.81436,8,
1849,disgusting,-3.5309534,7.8132496,38,
3719,gimmick,-1.6907742,7.8091664,8,
3545,detract,-1.6654284,7.8087864,8,
1233,whatsoever,-2.629161,7.80112,8,
2064,characterization,-0.53816587,7.7980695,45,
88,bit,-2.3375206,7.7972126,8,
685,spirit,1.7784111,7.79343,34,
1153,convincing,-0.6328755,7.793141,45,
1156,mediocre,-3.0759137,7.7906594,38,
2386,notable,-1.1740286,7.7905974,8,
703,perform,-0.2687477,7.7890615,45,
3697,passable,-3.1050692,7.7773204,38,
2683,observe,0.25173733,7.776836,45,
3472,sincere,0.7443485,7.7765017,37,
358,decent,-3.0622168,7.776374,38,
2240,dimensional,-0.48162684,7.7757993,45,
2723,charisma,-0.45724255,7.773005,45,
2176,contribute,-1.6485659,7.7717314,8,
3125,absence,-1.6433642,7.768785,8,
331,heart,1.3065938,7.768363,37,
323,talent,-0.2660154,7.7674146,45,
1170,addition,-1.4585727,7.7636356,8,
3366,aspire,-0.22741793,7.752238,45,
1043,fascinating,0.21465905,7.748754,45,
2053,un,-3.39073,7.741021,38,
1443,joy,1.247564,7.74047,37,
2014,alright,-3.8236449,7.7391114,38,
457,stage,-0.3295332,7.7387743,45,
3687,contribution,-1.4703869,7.7379365,8,
585,sci_fi,2.983108,7.736084,56,
1368,nonsense,-3.5777576,7.7359195,38,
2956,essence,0.7750946,7.7345757,37,
3902,delicate,0.70302075,7.7334156,37,
575,mystery,0.19502617,7.731534,45,
2315,par,-3.1513531,7.730474,38,
530,okay,-3.8562534,7.7294793,38,
2629,neat,-2.414013,7.7255125,8,
1450,crappy,-4.103736,7.7219286,38,
2363,showcase,-0.14358202,7.719013,45,
352,ok,-3.8605561,7.7165046,38,
1348,little_bit,-2.4336534,7.7153583,8,
3700,artificial,-1.3082888,7.7151213,8,
2640,supply,-1.586306,7.7054095,8,
2059,sensitive,0.6793331,7.7051177,37,
2943,facial_expression,0.934026,7.704812,37,
1135,intense,0.5424002,7.6950264,37,
1708,expression,0.9035745,7.687369,37,
737,costume,-2.716879,7.686297,8,
198,lack,-2.0901563,7.68548,8,
2426,prop,-2.7124348,7.6838737,8,
3590,gesture,0.9099341,7.681329,37,
3976,skateboard,3.8778543,7.6807,44,
152,include,-1.2603517,7.6770844,8,
2452,spark,-1.7649474,7.670645,8,
36,little,-2.400024,7.6695943,8,
2860,back,-1.7568727,7.667589,8,
1602,pretentious,-3.232648,7.6609297,38,
1070,presence,-0.6438585,7.655246,45,
1825,makeup,-2.8794365,7.6480846,8,
4,good,-2.4484682,7.6464014,8,
1876,star_war,3.0319397,7.64639,56,
2999,embarrassed,-3.754961,7.644472,38,
3099,wrestling,3.9298227,7.6426163,44,
3012,pseudo,-3.3701534,7.6425033,38,
1592,science_fiction,2.9819815,7.634216,56,
2749,multi,-0.07040124,7.631331,45,
747,soul,1.6596421,7.6203485,34,
1341,convey,0.7502552,7.6195793,37,
3432,creativity,-1.1536158,7.619393,8,
2272,exercise,-3.579092,7.6176414,38,
1601,rely,-2.1084867,7.6166453,8,
1378,regular,-1.3718492,7.60284,8,
1780,largely,-1.692836,7.602639,8,
2766,minimal,-1.9051794,7.590967,8,
990,brief,-1.1994193,7.587674,8,
3088,brand,-3.3646233,7.5847774,38,
2380,intensity,0.70220745,7.580864,37,
3962,ashame,-3.7858953,7.5757756,38,
827,entirely,-1.7103013,7.574712,8,
769,appearance,-1.0710497,7.569591,8,
2761,admittedly,-2.6146543,7.563031,8,
3600,moody,1.8716165,7.561497,48,
1293,range,0.29599774,7.5602903,49,
2267,matrix,3.0840902,7.5575156,56,
831,mood,1.8846494,7.551884,48,
1174,sport,3.8993902,7.549535,44,
2138,cheese,-3.4648178,7.538937,38,
987,skill,-0.17231053,7.5365644,49,
319,special_effect,-2.762892,7.5354943,8,
1908,offensive,-3.5347545,7.535302,38,
1219,cgi,-2.73934,7.5327625,8,
3494,ashamed,-3.7538815,7.5265303,38,
1236,energy,-1.3534226,7.52543,8,
566,support,-1.6157248,7.522516,8,
3362,passionate,0.9918121,7.5199757,37,
2302,render,-1.5412983,7.519073,8,
3652,cg,-2.7304997,7.5163417,8,
3155,fx,-2.7620287,7.5048957,8,
1815,virtually,-1.8455337,7.501718,8,
3060,sadness,1.0927862,7.5009065,37,
218,effect,-2.801827,7.4958625,8,
885,display,0.26905409,7.4943,49,
2284,strangely,-1.2909105,7.493879,8,
2193,baseball,3.89402,7.4935756,44,
2885,mock,-3.4477513,7.492653,38,
1352,physical,0.31581464,7.4919744,49,
316,level,-1.0828596,7.488868,8,
2487,atmospheric,1.9454827,7.488599,48,
1086,professional,-0.22079931,7.488397,49,
2969,strictly,-1.7124608,7.4879208,8,
2460,oddly,-1.2708937,7.4868793,8,
2522,briefly,-1.1425593,7.486422,8,
3844,straightforward,0.18619871,7.4850106,49,
291,despite,-1.8787823,7.484215,8,
384,offer,-1.684872,7.482518,8,
521,emotion,0.8959028,7.475827,37,
2771,broad,-0.08521178,7.474373,49,
3199,similarly,-1.426899,7.4707747,8,
6,character,-0.42508173,7.470041,49,
713,portrayal,0.47467533,7.469326,49,
1346,satisfy,-1.8348116,7.4677916,8,
583,atmosphere,1.9673997,7.4667764,48,
1819,overlook,-1.992636,7.4641824,8,
1900,department,-3.1124046,7.45922,8,
1587,degree,-1.2716436,7.459155,8,
1184,insult,-3.5873656,7.456097,38,
1837,football,3.9339814,7.452843,44,
3623,equivalent,-3.356855,7.4477205,38,
852,personality,-0.2979684,7.441143,49,
2339,weight,-1.7419305,7.439034,8,
2549,profound,0.90464103,7.4261293,37,
2145,raw,0.47724894,7.422987,49,
1188,express,0.92408717,7.421465,37,
1122,grant,-1.8165213,7.4190826,8,
2403,reduce,-2.0206106,7.4104185,8,
2189,benefit,-1.7545716,7.4094114,8,
2119,offend,-3.5570426,7.4064755,38,
1354,zero,-2.455159,7.406455,8,
1870,balance,0.47032875,7.4059687,49,
1682,capable,0.004618099,7.404922,49,
3447,trait,-0.2622538,7.400635,49,
2061,technically,-2.821662,7.397451,8,
2699,persona,-0.2788622,7.3946924,49,
279,portray,0.4405081,7.3926096,49,
3514,characteristic,-0.26282135,7.387659,49,
1977,demonstrate,0.047337253,7.386505,49,
625,odd,-0.59479463,7.384787,49,
3078,sole,-2.084885,7.383746,8,
582,particular,-1.5331188,7.378746,8,
807,ability,0.05265804,7.371901,49,
2322,credibility,-1.9657402,7.369917,8,
3908,haunting,2.0546653,7.3672748,48,
84,interesting,-1.2196996,7.3611774,8,
631,emotional,0.7783699,7.356054,49,
736,flaw,-1.9278101,7.347537,8,
230,overall,-2.8214965,7.345896,8,
2700,weakness,-1.877011,7.3439765,8,
2705,eerie,2.0484228,7.341393,48,
2788,reasonable,-1.866645,7.327997,8,
286,strong,-1.7474129,7.325641,8,
3717,soccer,3.9203658,7.3238955,44,
2841,spooky,2.0794759,7.3225455,48,
1408,limit,-1.3540009,7.317981,8,
743,depth,0.59630674,7.311186,49,
978,natural,-0.037947528,7.309363,49,
714,serve,-1.7559868,7.3041553,8,
1025,mainly,-1.5961988,7.304109,8,
2115,spite,-1.8454301,7.3022833,8,
2912,gothic,1.976504,7.301304,48,
1143,haunt,2.089903,7.2954855,48,
1925,supernatural,0.07388728,7.294949,49,
2256,video_game,3.3011212,7.292149,56,
1973,limited,-1.6474782,7.2885385,8,
2295,originality,-0.52404636,7.2844114,49,
1369,realism,-0.3432266,7.2843966,49,
3214,complexity,0.5736943,7.2774568,49,
941,complex,0.16057938,7.2772493,49,
1808,maintain,-1.5195225,7.2753553,8,
1710,subplot,-0.8285368,7.2718005,49,
467,low,-2.5733755,7.270961,8,
3428,plausible,-0.94713664,7.269264,49,
3422,considerable,-1.8594086,7.2678013,8,
2636,importantly,0.52080244,7.265696,49,
1923,stock,-1.847932,7.2656255,8,
213,game,3.6350193,7.2645307,44,
3339,dose,-3.1234865,7.2644186,8,
3004,drivel,-3.948966,7.2640667,38,
509,suck,-4.3209014,7.2638497,38,
640,non,-1.7747542,7.262866,8,
3058,ingredient,-0.4387558,7.2616806,49,
3104,specifically,-1.5839614,7.2611494,8,
2673,layer,0.5811335,7.2603106,49,
2539,meaningful,0.7213421,7.2601995,49,
3114,sub_plot,-0.77420783,7.254505,49,
248,piece,-3.112634,7.248092,8,
1983,mixed,-1.4057512,7.246841,8,
2292,stupidity,-3.298147,7.2461247,8,
34,plot,-0.90874296,7.244706,49,
311,main,-1.8796308,7.243674,8,
1000,award,4.47068,7.240111,44,
940,generally,-2.3921952,7.239562,8,
3552,realm,0.09324859,7.2363186,49,
501,storyline,-0.8918352,7.234057,49,
2498,nominate,4.5160003,7.2338476,44,
2918,prize,4.0417933,7.233809,44,
1193,imagination,-0.6780048,7.231885,49,
1610,plot_line,-0.9140243,7.23144,49,
562,average,-2.621862,7.2294636,8,
3335,academy,4.487848,7.2288013,44,
1495,utter,-3.2713966,7.228603,8,
1484,factor,-2.6857588,7.226049,8,
10,story,-0.7986979,7.2259054,49,
206,high,-2.5455947,7.2258077,8,
377,element,-0.43270558,7.223976,49,
2495,competition,4.004514,7.2223353,44,
293,absolutely,-3.6542935,7.2218513,38,
3351,centre,-0.017389964,7.221259,49,
2531,academy_award,4.476056,7.2207055,44,
3993,redeem_feature,-4.0345216,7.2205997,38,
3754,save_grace,-3.935485,7.220444,38,
955,oscar,4.567379,7.219777,44,
3319,coherent,-0.7464661,7.2189164,49,
37,give,-2.0839279,7.2174764,8,
3021,weave,0.15446098,7.21666,49,
3692,pearl,3.9615338,7.216649,44,
151,appear,-1.2060301,7.21341,8,
1056,minor,-2.0545182,7.2126575,8,
3424,nomination,4.518301,7.21259,44,
3556,ensure,-1.5236539,7.2102675,8,
3496,intimate,0.89224213,7.2095685,6,
2869,win_oscar,4.5759788,7.208098,44,
2249,measure,-1.801354,7.205349,8,
775,story_line,-0.9087912,7.2018366,49,
3932,dreck,-4.088769,7.2017903,38,
447,major,-2.0882962,7.2016997,8,
2202,heavily,-1.6977483,7.201087,8,
2804,storytelle,-0.6061192,7.1981735,49,
1845,redeem,-3.5767963,7.197176,38,
1234,character_development,-0.9788645,7.194595,49,
309,part,-2.2506204,7.1891336,8,
3280,ease,0.29000807,7.188852,49,
1840,scale,-2.6228325,7.1874986,8,
2100,endure,-3.6887984,7.18452,38,
1872,winner,4.2812476,7.1809773,44,
1191,tend,-2.2888262,7.1808534,8,
266,quality,-2.7190714,7.1806865,8,
814,aside,-2.0517702,7.1798854,8,
3277,redeem_quality,-3.9762466,7.1798363,38,
3746,distinct,-0.27619478,7.1780257,49,
3602,tripe,-4.10193,7.1772633,38,
908,fair,-2.09671,7.1764235,8,
391,usually,-2.4848738,7.1755104,8,
1813,bind,0.05206459,7.175313,49,
1197,production_value,-2.803794,7.1750665,8,
2273,great_deal,-1.7958158,7.1723886,8,
545,standard,-2.7709382,7.170912,8,
462,deep,1.0790051,7.1708927,6,
3218,contest,4.029428,7.1707706,44,
3668,minimum,-1.506194,7.1659384,8,
2605,acceptable,-2.1323214,7.165745,8,
1290,deeply,1.1151456,7.163036,6,
3406,honesty,1.0270243,7.162625,6,
3561,entertainment_value,-2.733333,7.162095,8,
1338,unusual,-0.5636813,7.1615024,49,
359,win,4.0811243,7.160539,44,
2566,increase,-1.4708917,7.156126,8,
2010,substance,-1.0178508,7.151472,49,
1160,merely,-1.652129,7.151047,8,
436,draw,0.09529875,7.1491523,49,
928,narrative,-0.6014396,7.148147,49,
834,engage,-0.0027288462,7.147442,49,
883,apart,-2.0691977,7.145975,8,
1394,normally,-2.4800227,7.1442614,8,
680,creepy,2.1789875,7.1428475,48,
1605,sheer,-3.0055723,7.1423087,8,
2429,stink,-4.2189455,7.136999,38,
3450,holly,4.3359213,7.136019,44,
3232,miserable,-3.7552202,7.1319914,38,
1744,proper,-1.5715202,7.1266904,8,
2798,advantage,-1.2112777,7.1265607,8,
3934,ugh,-4.426264,7.1243496,38,
3877,cube,3.101362,7.1242414,52,
3849,disgrace,-4.0214334,7.123395,38,
236,dark,1.8372831,7.121696,48,
2833,ironically,-1.4872506,7.1197057,8,
1519,technical,-1.5044929,7.1170206,8,
3691,vaguely,-1.0911219,7.116719,8,
3825,minus,-2.1197546,7.110133,8,
1917,glimpse,0.9071107,7.1085334,6,
744,total,-3.2374473,7.107849,8,
3143,compete,4.0734344,7.106155,44,
1863,fare,-2.7982767,7.105688,8,
2364,mindless,-3.0283046,7.105682,8,
772,pure,-3.0072994,7.104561,8,
258,light,1.6245102,7.1037683,48,
456,crap,-4.1756086,7.1012506,38,
3967,turd,-4.1812954,7.100507,38,
860,player,4.2082148,7.100194,44,
3423,celluloid,-3.1573153,7.1000004,8,
350,simple,-0.04213202,7.097614,49,
2839,thread,-0.6377132,7.094988,49,
3247,simplistic,0.07965864,7.0939083,49,
2233,gut,-3.7230566,7.0931025,38,
3098,top,-2.0685778,7.0914397,8,
837,trash,-4.1966176,7.090621,38,
1003,garbage,-4.169025,7.0876555,38,
1609,structure,-0.53636694,7.08652,49,
3911,vomit,-3.8018148,7.085899,38,
2296,confusion,0.75786287,7.0824738,49,
177,picture,-2.3031483,7.082302,8,
3465,elemant,-0.34163937,7.0812545,49,
2170,pile,-4.1264787,7.076453,38,
162,sense,0.45048106,7.0749855,49,
1033,require,-1.5322508,7.074079,8,
2784,generate,-1.6577319,7.0720563,8,
2107,stomach,-3.7168002,7.0712657,38,
3938,support_actor,4.7515955,7.07079,44,
2931,generous,-2.4331064,7.0697293,8,
565,material,-1.8819106,7.0657024,8,
3358,emphasis,-0.38317508,7.0565996,49,
1361,whilst,0.05735169,7.0546527,49,
2714,enjoyment,-2.727113,7.05389,8,
3387,complicate,-0.07966597,7.051407,49,
3820,confine,0.081764124,7.050132,49,
3137,frustration,1.115535,7.049715,6,
1833,semi,-1.709439,7.0476017,8,
983,protagonist,-0.31900594,7.0471826,49,
2090,coach,4.2797775,7.0469117,44,
706,concept,-0.5856054,7.043644,49,
1790,motivation,-0.35775384,7.0416,49,
386,scary,2.2889462,7.041397,48,
2243,shift,-0.4241197,7.039969,49,
1300,surprising,-2.253611,7.0396376,8,
2298,junk,-4.200707,7.0380163,38,
3400,rotten,-4.1927023,7.0371056,38,
2349,portrait,0.6235118,7.0359044,49,
3613,dread,2.1170437,7.03279,48,
2094,darkness,1.7932357,7.032328,48,
2,s,-1.1551728,7.0322814,8,1
1359,replace,-1.1191456,7.0296845,8,
2383,creep,2.239024,7.0286036,48,
1756,psychological,-0.32814404,7.0271835,49,
2350,presentation,-1.1912124,7.026178,8,
927,pain,1.2617047,7.024776,6,
1644,terror,1.9446322,7.0245204,48,
337,b,-2.770181,7.019629,8,
3738,paranoia,1.5600197,7.0161934,48,
1963,unlikely,-0.15131028,7.0160365,49,
608,fear,1.6581453,7.0157294,48,
3022,chilling,2.1649766,7.0156612,48,
511,aspect,-1.1386937,7.015577,8,
3141,conventional,-0.052549478,7.0136495,49,
726,hardly,-2.206426,7.013256,8,
967,cinematic,-2.699934,7.012744,8,
2237,chill,2.1706457,7.0122056,48,
1351,sum,-3.47207,7.009109,38,
185,truly,-3.2021575,7.007355,8,
2159,mere,-2.9805686,7.0055323,8,
3984,bad_taste,-3.6545348,7.002651,38,
767,approach,-0.32325342,7.0021906,49,
4008,piece_trash,-4.057844,7.0016694,38,
3987,wtf,-4.4391356,7.001538,38,
1112,passion,1.3652933,7.0014873,6,
2236,madness,1.7724952,6.998631,48,
1180,absolute,-3.040633,6.998375,8,
1851,category,3.6412222,6.9947453,44,
735,term,-1.4002143,6.9935994,8,
1021,center,0.028483652,6.992489,49,
3235,complicated,-0.052851316,6.9917994,49,
3630,descent,1.9737738,6.9898853,48,
1838,anger,1.3817705,6.987755,6,
357,rate,-2.6225557,6.9875445,8,
2984,worthless,-3.8506343,6.9843354,38,
2143,inner,1.4272996,6.983726,6,
2515,remotely,-1.7442209,6.9831405,8,
799,scare,2.319863,6.982782,48,
1057,content,-1.3463569,6.979815,8,
1955,complaint,-2.0190024,6.9796605,8,
287,flick,-2.8253443,6.979154,8,
448,budget,-2.7833178,6.9773254,8,
397,main_character,-0.37098837,6.9766326,49,
3255,blatant,-1.7177429,6.9702973,8,
3853,compassion,1.1719416,6.9657784,6,
1273,central,0.10327461,6.965411,49,
1834,sympathy,1.1652321,6.964555,6,
3891,classical,0.2489621,6.964546,49,
1010,basic,-0.40715677,6.9616027,49,
3936,piece_garbage,-4.110274,6.960484,38,
2177,motive,-0.21991788,6.9602165,49,
2082,frightening,2.2218626,6.9483995,48,
3512,retain,-1.2789586,6.9448514,8,
3386,terrifying,2.2050915,6.941337,48,
3842,insanity,1.6916966,6.940919,48,
3964,truly_awful,-4.1033964,6.93187,38,
458,remain,-1.2531973,6.9310856,8,
389,complete,-3.122857,6.93077,8,
1817,define,-0.19458498,6.927168,49,
2246,motion_picture,-2.4501224,6.925829,8,
355,effort,-2.3902662,6.9248815,8,
404,team,4.1949043,6.924388,44,
3294,lean,-1.7795047,6.923076,8,
3742,unsettling,2.2149482,6.920393,48,
1631,playing,4.3837237,6.920256,44,
2068,scared,2.3729408,6.9170785,48,
222,production,-2.5732598,6.9111295,8,
2676,piece_crap,-4.0572042,6.9087887,38,
1422,rubbish,-4.129919,6.9084396,38,
1567,slight,-1.2654403,6.904628,8,
1205,artistic,-2.2477853,6.903307,8,
3202,partly,-1.6636676,6.901424,8,
1358,affect,-0.10019017,6.8995256,49,
368,etc,-1.5584314,6.8991246,8,
3792,complete_waste,-4.1025248,6.8938575,38,
340,theme,-0.01861201,6.8929043,49,
2486,essential,-1.1182199,6.891949,8,
3281,primary,-0.31867644,6.89015,49,
1256,instance,-1.558332,6.8894687,8,
417,low_budget,-2.8329356,6.88933,8,
2503,achievement,-2.4643626,6.888936,8,
3802,loneliness,1.3116769,6.8869543,6,
3631,desperation,1.3642229,6.8848267,6,
1640,surface,0.6573141,6.884355,6,
3608,overwhelming,0.029971112,6.8793097,49,
1847,great_job,5.06261,6.875998,39,
3890,excellent_job,5.0685344,6.875243,39,
1869,admire,-0.76859134,6.872752,49,
2389,horrific,2.2454376,6.872605,48,
1175,good_job,5.049393,6.8706903,39,
423,waste,-4.150002,6.8696685,38,
3453,despair,1.3684411,6.868503,6,
256,mention,-2.0746238,6.8666096,8,
1488,essentially,-1.1986204,6.865324,8,
3996,total_waste,-4.127854,6.8640428,38,
1329,hint,-1.3207659,6.8609695,8,
3954,uwe_boll,-3.4803042,6.8608947,38,
1212,disturb,2.243398,6.859978,48,
3056,unpleasant,2.2046707,6.859445,48,
3990,train_wreck,-4.1706834,6.8590975,38,
672,scream,2.389282,6.858799,48,
302,genre,3.007397,6.858306,52,
1252,nightmare,2.0835521,6.848097,48,
1266,shocking,2.2515285,6.847519,48,
689,shock,2.2037196,6.8470864,48,
2178,big_budget,-2.6597736,6.839781,8,
1668,disturbing,2.2469976,6.837612,48,
3741,underlie,0.33261415,6.8369794,49,
2614,e_g,-1.5873529,6.835727,8,
3304,bold,-2.2604907,6.8344316,8,
1456,resemble,-1.098535,6.828967,8,
820,bizarre,2.1482208,6.826314,48,
2379,principal,4.355089,6.8247323,44,
1208,impact,0.20324215,6.824446,49,
496,waste_time,-4.0418262,6.819632,38,
4006,perfectly_cast,5.093484,6.8193755,39,
2411,waste_money,-4.1367817,6.8182187,38,
1638,meaning,0.6871247,6.81061,6,
1357,establish,-0.35968193,6.807597,49,
1604,contemporary,0.06639078,6.8026114,49,
2794,twisted,2.256422,6.8013144,48,
56,point,-2.1079533,6.8005886,8,
3013,avoid_cost,-4.062558,6.7989316,38,
3460,cult_classic,3.039636,6.7984667,52,
858,taste,-2.8912494,6.7973194,8,
1269,strength,0.9735409,6.7962527,6,
1941,interaction,-0.37746942,6.7945943,49,
3872,ambiguous,-0.3698153,6.793618,49,
3756,integrity,0.9291758,6.7928677,6,
503,certain,-1.0042833,6.790803,49,
3881,fine_job,5.086902,6.790027,39,
2335,core,0.46300963,6.7894845,6,
378,obvious,-1.789183,6.788381,8,
3899,meryl_streep,5.180106,6.7875676,39,
2060,continuity,-1.7323265,6.7852726,8,
3140,dignity,1.0430349,6.782775,6,
117,lead,-0.75919163,6.782498,49,
3517,echo,1.4840329,6.7821536,6,
1918,stay_away,-4.1198626,6.7820888,38,
1241,shadow,1.6302533,6.7752223,48,
3897,spend_money,-4.1280956,6.7743235,38,
1792,subject_matter,-0.5719496,6.770981,49,
446,thriller,3.2214859,6.7690268,52,
3454,ensemble,5.08445,6.767127,39,
238,example,-1.8085921,6.766509,8,
894,depict,0.59180844,6.766508,6,
1686,traditional,0.28456488,6.7658362,49,
1087,influence,-0.23581038,6.7656345,49,
1823,plot_hole,-1.634838,6.7629495,8,
761,convince,-0.7697298,6.761411,49,
3997,like_plague,-4.0730357,6.7605615,38,
3781,save_money,-4.1058645,6.759306,38,
3871,excellent_performance,5.1523886,6.758302,39,
3942,fine_performance,5.156956,6.756263,39,
46,performance,5.1470647,6.7561665,39,
2435,error,-1.749963,6.7548213,8,
2043,noir,3.2821758,6.754609,47,
1709,turkey,-3.935333,6.7542048,38,
19,play,4.632782,6.751635,44,
2988,disgust,2.1412394,6.7508683,48,
3816,waste_hour,-4.0299077,6.750507,38,
2721,carpenter,2.8941174,6.75002,52,
475,avoid,-4.052266,6.7496495,38,
3203,trace,-0.18739226,6.7496295,49,
426,produce,-2.5629122,6.7485766,8,
2025,overcome,0.99714345,6.7482533,6,
3887,casual,-1.32469,6.7467937,8,
3557,telling,0.6563206,6.744781,6,
367,cool,-3.6152213,6.7432504,38,
519,modern,0.101683185,6.742655,49,
2225,reminiscent,-1.2359225,6.7421775,8,
239,type,-2.9619358,6.740234,8,
3441,spiral,1.8000641,6.7400236,48,
2977,modern_day,0.023031076,6.739113,49,
611,premise,-0.9710906,6.736792,49,
2488,dynamic,-0.2582749,6.73583,49,
1920,tradition,0.2151291,6.7355957,49,
2003,film_noir,3.2757807,6.732949,47,
594,choice,-2.307408,6.7307944,8,
481,develop,-0.38511327,6.729965,49,
2276,happiness,1.3822407,6.723635,6,
2219,purely,-1.6201378,6.7223816,8,
3415,observation,0.062189452,6.722155,49,
1747,mirror,1.3650162,6.721985,6,
3425,interact,-0.44706672,6.7210374,49,
1479,kinda,-3.682947,6.715802,38,
3965,leland,1.2420506,6.7153525,6,
1301,opposite,-1.3450239,6.715232,8,
2980,reflection,1.1792562,6.7133784,6,
865,reference,-1.7663244,6.7127266,8,
101,idea,-0.8952592,6.711001,49,
280,stuff,-3.5371335,6.708153,38,
264,relationship,1.2228129,6.705583,6,
3355,troma,2.9585614,6.696318,52,
2600,guilt,1.3825382,6.6943045,6,
1778,rival,4.2405024,6.691254,44,
70,cast,5.162638,6.691248,39,
416,focus,-0.30249068,6.6896915,49,
944,excuse,-3.1243217,6.683379,8,
3980,melville,3.298747,6.6828065,47,
1243,support_cast,5.1643224,6.6822248,39,
